"","sample","Area.12.0","Area.BHT","Area.13.0","Area.i.14.0","Area.14.0","Area.14.1n.9","Area.14.1n.7","Area.14.1n.5","Area.i.15.0","Area.ai.15.0","Area.15.0","Area.i16.0","Area.16.0","Area.16.1n.11","Area.16.1n.9","Area.16.1n.7","Area.16.1n.5","Area.17.1.a.","Area.i.17.0","Area.16.2n.6","Area.ai.17.0","Area.17.1.b.","Area.16.2n.4","Area.17.0","Area.Phytane","Area.16.3n.4","Area.17.1","Area.16.4n.3","Area.16.4n.1","Area.18.0","Area.18.1n.13","Area.18.1n.11","Area.18.1n.9","Area.18.1n.7","Area.18.1n.5","Area.18.2d5.11","Area.18.2n.7","Area.18.2n.6","Area.18.2n.4","Area.18.3n.6","Area.18.3n.4","Area.18.3n.3","Area.18.3n.1","Area.18.4n.3","Area.18.4n.1","Area.20.0","Area.20.1n.11","Area.20.1n.9","Area.20.1n.7","Area.20.2NMID1","Area.20.2n.9","Area.20.2NMID2","Area.20.2n.6","Area.20.3NMIT","Area.20.3n.6","Area.20.4n.6","Area.20.3n.3","Area.20.4n.3","Area.20.5n.3","Area.22.0","Area.22.1n.11","Area.22.1n.9","Area.22.1n.7","Area.22.2NMID1","Area.22.2NMID2","Area.22.2n.6","Area.21.5n.3","Area.23.0","Area.22.4n.6","Area.22.5n.6","Area.22.4n.3","Area.22.5n.3","Area.24.0","Area.22.6n.3","Area.24.1n.9","Area.12.0.1","Area.BHT.1","Area.13.0.1","Area.i.14.0.1","Area.14.0.1","Area.14.1n.9.1","Area.14.1n.7.1","Area.14.1n.5.1","Area.i.15.0.1","Area.ai.15.0.1","Area.15.0.1","Area.i16.0.1","Area.16.0.1","Area.16.1n.11.1","Area.16.1n.9.1","Area.16.1n.7.1","Area.16.1n.5.1","Area.17.1.a..1","Area.i.17.0.1","Area.16.2n.6.1","Area.ai.17.0.1","Area.17.1.b..1","Area.16.2n.4.1","Area.17.0.1","Area.Phytane.1","Area.16.3n.4.1","Area.17.1.1","Area.16.4n.3.1","Area.16.4n.1.1","Area.18.0.1","Area.18.1n.13.1","Area.18.1n.11.1","Area.18.1n.9.1","Area.18.1n.7.1","Area.18.1n.5.1","Area.18.2d5.11.1","Area.18.2n.7.1","Area.18.2n.6.1","Area.18.2n.4.1","Area.18.3n.6.1","Area.18.3n.4.1","Area.18.3n.3.1","Area.18.3n.1.1","Area.18.4n.3.1","Area.18.4n.1.1","Area.20.0.1","Area.20.1n.11.1","Area.20.1n.9.1","Area.20.1n.7.1","Area.20.2NMID1.1","Area.20.2n.9.1","Area.20.2NMID2.1","Area.20.2n.6.1","Area.20.3NMIT.1","Area.20.3n.6.1","Area.20.4n.6.1","Area.20.3n.3.1","Area.20.4n.3.1","Area.20.5n.3.1","Area.22.0.1","Area.22.1n.11.1","Area.22.1n.9.1","Area.22.1n.7.1","Area.22.2NMID1.1","Area.22.2NMID2.1","Area.22.2n.6.1","Area.21.5n.3.1","Area.23.0.1","Area.22.4n.6.1","Area.22.5n.6.1","Area.22.4n.3.1","Area.22.5n.3.1","Area.24.0.1","Area.22.6n.3.1","Area.24.1n.9.1","Quantity.12.0","Quantity.BHT","Quantity.13.0","Quantity.i.14.0","Quantity.14.0","Quantity.14.1n.9","Quantity.14.1n.7","Quantity.14.1n.5","Quantity.i.15.0","Quantity.ai.15.0","Quantity.15.0","Quantity.i16.0","Quantity.16.0","Quantity.16.1n.11","Quantity.16.1n.9","Quantity.16.1n.7","Quantity.16.1n.5","Quantity.17.1.a.","Quantity.i.17.0","Quantity.16.2n.6","Quantity.ai.17.0","Quantity.17.1.b.","Quantity.16.2n.4","Quantity.17.0","Quantity.Phytane","Quantity.16.3n.4","Quantity.17.1","Quantity.16.4n.3","Quantity.16.4n.1","Quantity.18.0","Quantity.18.1n.13","Quantity.18.1n.11","Quantity.18.1n.9","Quantity.18.1n.7","Quantity.18.1n.5","Quantity.18.2d5.11","Quantity.18.2n.7","Quantity.18.2n.6","Quantity.18.2n.4","Quantity.18.3n.6","Quantity.18.3n.4","Quantity.18.3n.3","Quantity.18.3n.1","Quantity.18.4n.3","Quantity.18.4n.1","Quantity.20.0","Quantity.20.1n.11","Quantity.20.1n.9","Quantity.20.1n.7","Quantity.20.2NMID1","Quantity.20.2n.9","Quantity.20.2NMID2","Quantity.20.2n.6","Quantity.20.3NMIT","Quantity.20.3n.6","Quantity.20.4n.6","Quantity.20.3n.3","Quantity.20.4n.3","Quantity.20.5n.3","Quantity.22.0","Quantity.22.1n.11","Quantity.22.1n.9","Quantity.22.1n.7","Quantity.22.2NMID1","Quantity.22.2NMID2","Quantity.22.2n.6","Quantity.21.5n.3","Quantity.23.0","Quantity.22.4n.6","Quantity.22.5n.6","Quantity.22.4n.3","Quantity.22.5n.3","Quantity.24.0","Quantity.22.6n.3","Quantity.24.1n.9","Total.Peak.Area","file","Area.DMA.1","Area.DMA.2","Area.DMA.1.1","Area.DMA.2.1","Quantity.DMA.1","Quantity.DMA.2"
"81","2025\08\13\SCAL_0342.DATA",1.8,6345.3,4.3,NA,386.9,5.2,NA,NA,14.2,8.7,197.7,95.2,5643.6,80.1,49.5,371.8,81.7,NA,179.4,NA,32.5,15.3,16.5,NA,195,NA,38.2,19.7,68.1,1644.9,NA,6,295.4,1302.4,83.4,29.6,NA,79.5,79.4,9.6,16.5,86,10.2,445.4,10.5,13.6,263.8,272.1,NA,271.9,28,NA,111.5,12.6,18.9,349,43.4,64.6,5933.8,8.4,14.3,4.5,10.2,19.9,31.9,8.8,286.1,7094.8,39.1,158.7,3.7,279.2,NA,10687.8,20.7,105.4,380720,255.3,NA,23214.6,313.7,NA,NA,849.3,519.8,11860.6,5714.3,338615.9,4805.6,2968.8,22308.1,4904.4,NA,10765.6,NA,1951.3,917,991.5,NA,11701.8,NA,2293.8,1181.3,4088,98695.7,NA,358.3,17724.5,78142.9,5003.2,1777,NA,4769.9,4763.9,577.6,987.7,5161.7,613,26725.9,627.9,816.3,15830.3,16325.5,NA,16311.5,1678.7,NA,6689.2,757,1132.7,20937.4,2606.9,3874.8,356029.7,504.2,858.5,272.1,610.4,1195.5,1915.7,528.6,17165.5,425685.8,2344.5,9522.9,219.4,16751.5,NA,641269.2,1243.1,0,0,0.01,NA,1.11,0.01,NA,NA,0.04,0.02,0.56,0.26,15.6,0.22,0.14,1.03,0.23,NA,0.49,NA,0.09,0.04,0.05,NA,0.55,NA,0.1,0.05,0.19,4.38,NA,0.02,0.79,3.49,0.22,0.08,NA,0.21,0.21,0.03,0.04,0.23,0.03,1.19,0.03,0.04,0.69,0.71,NA,0.71,0.07,NA,0.29,0.03,0.05,0.9,0.11,0.17,15.34,0.02,0.04,0.01,0.03,0.05,0.08,0.02,0.74,18.34,0.1,0.4,0.01,0.71,NA,26.56,0.05,45349.41,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",402.3,365.1,24135.9,21903.6,1.04,0.94
"82","2025\08\13\SCAL_0343.DATA",0.1,5975.5,4.3,1.4,449,8.2,NA,NA,18.4,7.7,212.4,106.9,7165.1,92.3,59.6,416.9,92.3,NA,204.2,22.2,55.1,15.9,21.8,250.5,233.6,NA,37.7,20.5,51.8,2279.5,NA,3.6,339.5,1647.7,64.3,10.9,NA,88.2,93.1,10,12.8,92.5,9.5,464.4,12,9.9,308.4,297.1,NA,349.2,34.4,NA,133.7,15.8,23.9,529.9,48.1,72.8,6953.3,10.4,21.9,3.4,14.7,21.2,39.6,10.9,329.4,11418.7,53.8,210.2,2.9,334,NA,13146,9.6,8.8,358529.9,257.5,85,26940.2,491.7,NA,NA,1104.7,464.9,12741.2,6411.6,429904.5,5539,3577,25013,5539.2,NA,12253,1335,3304,953.1,1305.4,15031.3,14013.7,NA,2262.6,1230.4,3107.5,136773,NA,217.6,20372.6,98863.6,3855.9,652,NA,5290.9,5585.3,599.8,768.4,5552.8,569,27866,721.3,592.3,18506,17826.2,NA,20954.7,2064.8,NA,8024.8,947.7,1432.8,31794.9,2884.6,4366.8,417197.2,624,1312.5,203.4,883.5,1270.9,2378.7,656.3,19765.4,685122.1,3227.1,12614.8,172.3,20040.7,NA,788762.8,575.5,0,0,0.01,0,0.98,0.02,NA,NA,0.04,0.02,0.46,0.23,15.21,0.2,0.13,0.89,0.2,NA,0.43,0.05,0.12,0.03,0.05,0.53,0.5,NA,0.07,0.04,0.11,4.66,NA,0.01,0.7,3.39,0.13,0.02,NA,0.18,0.19,0.02,0.03,0.19,0.02,0.95,0.02,0.02,0.62,0.6,NA,0.7,0.07,NA,0.27,0.03,0.05,1.05,0.1,0.14,13.8,0.02,0.04,0.01,0.03,0.04,0.08,0.02,0.65,22.66,0.1,0.41,0.01,0.65,NA,25.09,0.02,56692.74,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",532,430.7,31918,25843.2,1.06,0.85
"83","2025\08\13\SCAL_0344.DATA",2.9,2703.3,1.3,NA,131.9,2.8,NA,NA,5.4,1.3,60.4,28.9,1837.8,31.6,11.7,115.7,28.1,NA,73.3,19.1,8.9,5.3,7.3,75.6,91.3,NA,9,NA,4.8,541.5,NA,1.2,80.8,367.1,13.5,2.3,NA,25.4,19.5,2.3,NA,21.8,NA,118.3,NA,2.6,81.9,53.3,NA,75.1,5.6,NA,36.4,2.8,5.2,138.9,11.1,17.1,1870.3,1.9,NA,2.6,NA,4.1,7,NA,91.7,2068.8,11.1,70,NA,90.5,NA,3490.2,NA,172.6,162196.2,80.1,NA,7916.7,168.8,NA,NA,324.8,80.3,3625.4,1732.5,110270.7,1895.7,699.4,6944.2,1684.2,NA,4398.3,1145.6,531.8,320,439.5,4533.2,5478,NA,540.9,NA,288.8,32487,NA,73.7,4847.1,22026.9,810,137.7,NA,1521,1169.4,137.9,NA,1307.8,NA,7096.1,NA,157.9,4911.8,3195.1,NA,4504.3,334.2,NA,2183,165.4,311.2,8332.2,666.2,1028.2,112216,116.2,NA,156.3,NA,247.6,421.8,NA,5499.2,124125.7,663.8,4201.4,NA,5427.5,NA,209413.4,NA,0.02,0,0.01,NA,1.18,0.02,NA,NA,0.05,0.01,0.54,0.25,15.86,0.27,0.1,1,0.24,NA,0.63,0.16,0.08,0.04,0.06,0.65,0.8,NA,0.07,NA,0.04,4.5,NA,0.01,0.68,3.07,0.11,0.02,NA,0.21,0.16,0.02,NA,0.18,NA,0.98,NA,0.02,0.67,0.43,NA,0.61,0.05,NA,0.3,0.02,0.04,1.12,0.09,0.14,15.09,0.02,NA,0.02,NA,0.03,0.06,NA,0.74,16.69,0.09,0.55,NA,0.72,NA,27.08,NA,15327.35,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",204.3,214.1,12257.7,12848.4,1.65,1.73
"84","2025\08\13\SCAL_0345.DATA",1,3371.9,1.7,NA,158,3.9,NA,NA,4.8,1.6,82.6,36.5,2287,37.5,21.1,182.9,32.1,NA,64.1,7.3,12.8,6.7,7.4,78,102.4,NA,15.3,5.2,16,697.5,NA,2.1,122.6,583.7,19.2,NA,NA,31.3,28.3,3,NA,33.5,4.8,194.9,3.5,3.2,109.6,95.3,NA,123.8,9.3,NA,44,3.5,6.1,135.3,13.8,28.5,2239.8,1.9,NA,NA,NA,6.1,14,3.3,105.3,2471.6,15.3,60.4,NA,98.3,NA,3948.7,NA,59.2,202315.1,103.6,NA,9480.1,234.4,NA,NA,288.9,96.5,4953.9,2187.9,137220.1,2247.8,1263.3,10971,1925.1,NA,3844.6,439.7,768.9,403.3,443.8,4682.7,6141.8,NA,915.5,311.9,957.2,41848.3,NA,128.6,7357.9,35024.1,1153.5,NA,NA,1877,1697.3,182.9,NA,2011.6,287.5,11691.6,208.2,194.9,6579,5716.6,NA,7425.2,558,NA,2642.5,210.7,364.6,8116.4,829.1,1707.7,134385.6,111.4,NA,NA,NA,367.5,839.1,198.5,6315.5,148295.7,915.8,3626.4,NA,5898.8,NA,236920.5,NA,0.01,0,0.01,NA,1.16,0.03,NA,NA,0.04,0.01,0.6,0.26,16.31,0.27,0.15,1.31,0.23,NA,0.45,0.05,0.09,0.04,0.05,0.55,0.74,NA,0.1,0.04,0.11,4.79,NA,0.01,0.85,4.03,0.13,NA,NA,0.21,0.19,0.02,NA,0.23,0.03,1.34,0.02,0.02,0.74,0.64,NA,0.83,0.06,NA,0.3,0.02,0.04,0.9,0.09,0.19,14.93,0.01,NA,NA,NA,0.04,0.09,0.02,0.7,16.48,0.1,0.4,NA,0.64,NA,25.31,NA,18423.93,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",205.7,235.4,12339.8,14122.6,1.37,1.57
"85","2025\08\13\SCAL_0346.DATA",0.1,1.3,0,0.1,NA,0,0,0.1,NA,0.2,0.1,0.1,0.8,0.2,0.2,0.1,0.1,NA,NA,NA,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.3,0.1,0,NA,NA,0.1,0,0.1,0.1,NA,0.1,0.7,0.1,0.1,0.1,NA,0.1,0.1,NA,0.2,0.1,NA,0.2,0.3,0.1,0,0.1,0,0.1,0.5,0.3,0.3,0,NA,0.2,0.1,0.1,NA,0.5,1.5,0.3,0.1,0.3,0.2,0.2,0.2,3.8,76,1.5,4.9,NA,3,1.4,5,NA,11.8,5.9,6.5,49,14.8,9.2,4.8,3.5,NA,NA,NA,6.1,10.6,5.6,3.1,5.2,6.3,5.1,56.7,4.6,18.1,4.6,1.9,NA,NA,5.8,1.3,5.7,6.5,NA,3.5,40.1,6.9,3.7,8.5,NA,5.5,3.4,NA,12.8,6.3,NA,11.5,18.5,8.1,2.7,3.8,2.7,3.5,32.4,16.6,15.6,2.6,NA,10.3,8.1,3.3,NA,27,91.4,16.3,5.9,15.2,10.3,13,10.2,0.53,0,0.22,0.75,NA,0.41,0.19,0.7,NA,1.79,0.89,0.96,7.24,2.2,1.37,0.71,0.52,NA,NA,NA,0.89,1.46,0.82,0.45,0.77,0.93,0.7,8.42,0.69,2.58,0.66,0.27,NA,NA,0.84,0.19,0.81,0.92,NA,0.51,5.72,0.98,0.53,1.2,NA,0.76,0.48,NA,1.78,0.87,NA,1.6,2.57,1.13,0.37,0.52,0.38,0.49,4.47,2.3,2.16,0.36,NA,1.42,1.12,0.45,NA,3.73,12.38,2.21,0.8,2.06,1.35,1.73,1.37,85.06,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",0.2,0.1,12.8,3.7,1.77,0.51
"86","2025\08\13\SCAL_0347.DATA",8.8,3587.2,1.9,NA,180.2,NA,NA,NA,6.2,1.5,93,46.2,2972.5,45.9,25.1,183.9,45,NA,105,8.3,13,7.8,9.7,106.4,113.4,NA,17.5,5.8,19.2,798.2,NA,2.5,142.1,637.4,23.1,2.6,NA,37.6,38.3,4.9,NA,32.9,NA,175.8,NA,4.1,126.9,89,NA,115.5,9.3,NA,55.4,5.9,11.2,203.5,17.5,27.5,2831.1,3.1,NA,NA,NA,8.7,13.5,NA,145.7,3375.7,17.2,87.8,NA,125.3,NA,4898.6,NA,529.9,215229,114.9,NA,10814.2,NA,NA,NA,371.9,88.5,5582.9,2774.6,178348.2,2752.6,1507.1,11035.5,2699.6,NA,6302.5,497.1,779.3,468.4,583.1,6382.4,6805.6,NA,1047.6,345.4,1153.9,47894.8,NA,150.5,8524,38245.7,1386.6,155.5,NA,2258.6,2296.2,293.4,NA,1972.7,NA,10549.1,NA,246.5,7611.8,5340.5,NA,6928.2,557.9,NA,3321.5,356,673.9,12208.5,1052.6,1648.1,169868.5,187.8,NA,NA,NA,519.3,810.7,NA,8742.9,202541.4,1031.3,5266.2,NA,7517.4,NA,293915.1,NA,0.05,0,0.01,NA,1.06,NA,NA,NA,0.04,0.01,0.55,0.26,16.98,0.26,0.14,1.06,0.26,NA,0.59,0.05,0.07,0.04,0.06,0.6,0.66,NA,0.09,0.03,0.11,4.4,NA,0.01,0.79,3.53,0.13,0.01,NA,0.21,0.21,0.03,NA,0.18,NA,0.97,NA,0.02,0.68,0.48,NA,0.62,0.05,NA,0.3,0.03,0.06,1.09,0.09,0.15,15.12,0.02,NA,NA,NA,0.05,0.07,NA,0.78,18.03,0.09,0.46,NA,0.66,NA,25.16,NA,22257.43,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",243.5,233.6,14611.6,14015.2,1.3,1.25
"87","2025\08\13\SCAL_0396.DATA",NA,738.2,NA,NA,21,NA,NA,NA,NA,NA,8.8,4.5,257.2,5.6,3.1,18.3,4,NA,8.4,2.3,NA,NA,NA,11.2,15.4,NA,NA,NA,NA,106.1,NA,0,15.7,57,NA,NA,NA,4.7,4.4,NA,NA,4.6,NA,26.7,NA,NA,13.8,10.4,2,NA,NA,NA,5.8,NA,NA,26.3,NA,3.7,294.5,NA,NA,NA,NA,NA,NA,NA,13.3,714.7,NA,7.8,NA,12,NA,459.1,NA,NA,44294.7,NA,NA,1262.3,NA,NA,NA,NA,NA,525.3,272,15433.8,338.7,186.9,1100.6,240.1,NA,501.9,135.8,NA,NA,NA,670.1,922,NA,NA,NA,NA,6368,NA,2.1,939.3,3419,NA,NA,NA,283.1,261.4,NA,NA,273.2,NA,1604.6,NA,NA,830,625.1,122.7,NA,NA,NA,349.8,NA,NA,1578.9,NA,221,17672.2,NA,NA,NA,NA,NA,NA,NA,796.1,42880.8,NA,465,NA,718.9,NA,27548.5,NA,NA,0,NA,NA,1.04,NA,NA,NA,NA,NA,0.43,0.22,12.26,0.27,0.15,0.88,0.19,NA,0.39,0.11,NA,NA,NA,0.53,0.74,NA,NA,NA,NA,4.87,NA,0,0.72,2.63,NA,NA,NA,0.22,0.2,NA,NA,0.21,NA,1.23,NA,NA,0.62,0.47,0.09,NA,NA,NA,0.26,NA,NA,1.17,NA,0.16,13.12,NA,NA,NA,NA,NA,NA,NA,0.59,31.84,NA,0.34,NA,0.52,NA,19.67,NA,2988.72,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",41.7,44.6,2503.5,2678.8,1.86,1.99
"88","2025\08\13\SCAL_0397.DATA",2.1,4970.9,1.8,NA,162.3,3.8,NA,NA,5,1.4,80.9,31.5,2408.6,42.2,19,150.9,36.3,NA,68.8,7.4,11.5,7,9,87.8,107.4,NA,15.9,5,13,822.3,NA,1.7,116.5,494.6,21.1,2,NA,35.9,31.7,4,NA,38,NA,230.2,NA,3.7,112.8,84.2,NA,125.8,11,NA,47.2,5.9,9.4,179.8,18,35.1,2689.6,1.9,NA,NA,NA,9.1,18.3,4.8,145.8,3184.1,17.1,80.1,NA,140.4,NA,4212.7,NA,124.6,298252.8,110,NA,9738.2,226.9,NA,NA,300,85,4853.3,1887.9,144515.3,2529.2,1137.2,9056.6,2177,NA,4129.3,442.6,691.6,420.9,539.7,5266.5,6442.3,NA,956,300.7,781.7,49337.7,NA,100.7,6990.6,29674.7,1264.2,117.7,NA,2156.9,1899.8,238.1,NA,2278.7,NA,13810.2,NA,224.5,6770.6,5053.4,NA,7545.3,661.1,NA,2832.1,355,566.6,10789,1080,2108.6,161377.2,116.8,NA,NA,NA,548.7,1099.9,285.8,8749,191044.2,1028.9,4803.7,NA,8424.9,NA,252760.8,NA,0.01,0,0.01,NA,1.06,0.02,NA,NA,0.03,0.01,0.53,0.2,15.28,0.27,0.12,0.96,0.23,NA,0.43,0.05,0.07,0.04,0.06,0.55,0.69,NA,0.09,0.03,0.08,5.03,NA,0.01,0.72,3.04,0.13,0.01,NA,0.22,0.19,0.02,NA,0.23,NA,1.41,NA,0.02,0.68,0.5,NA,0.75,0.07,NA,0.28,0.04,0.06,1.07,0.11,0.21,15.96,0.01,NA,NA,NA,0.05,0.11,0.03,0.87,18.89,0.1,0.47,NA,0.82,NA,24.03,NA,21781.5,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",222,290.1,13317.9,17406.2,1.32,1.72
"89","2025\08\13\SCAL_0398_1.DATA",1.4,5485.9,2.1,NA,163.3,3.6,NA,NA,5.5,1.4,71.7,35.4,2259.3,39.3,18.5,154.7,36.2,NA,70.1,7.5,12.7,8,8.8,81.2,98.7,NA,16.5,4.7,8.8,739.2,NA,2,120.1,478.6,21.4,1.8,NA,33.9,35.2,3.7,3.7,38.2,NA,261.6,4.9,3.2,101.8,85.4,NA,119.7,6.5,NA,50.2,7.6,10.2,156,22.4,40.1,2671,NA,NA,NA,NA,6.9,14.3,3.7,133.6,3263.1,14.3,68.4,NA,114.6,NA,4167.3,NA,86.8,329155.1,124.6,NA,9798.6,213.6,NA,NA,330.4,84.4,4304.6,2122.9,135559.5,2357.3,1112.9,9283.7,2170.9,NA,4204.1,452.3,764.6,481.5,530.7,4874.7,5924.9,NA,992.1,282.7,529.8,44349.4,NA,118.5,7206,28718.2,1283.8,110.8,NA,2031.9,2114.1,224.5,221.5,2294.5,NA,15695.5,294.4,192.8,6108.7,5121.2,NA,7181.7,391.4,NA,3011.6,456.1,614.5,9358.7,1344,2404.8,160261.1,NA,NA,NA,NA,415.5,855.8,220.3,8013.1,195789,855.3,4106.5,NA,6875.7,NA,250039.8,NA,0.01,0,0.01,NA,1.09,0.02,NA,NA,0.04,0.01,0.48,0.23,14.62,0.26,0.12,1.01,0.24,NA,0.45,0.05,0.08,0.05,0.06,0.52,0.65,NA,0.1,0.03,0.06,4.61,NA,0.01,0.75,3,0.13,0.01,NA,0.21,0.22,0.02,0.02,0.24,NA,1.63,0.03,0.02,0.62,0.52,NA,0.73,0.04,NA,0.31,0.05,0.06,0.94,0.14,0.24,16.16,NA,NA,NA,NA,0.04,0.09,0.02,0.81,19.74,0.08,0.41,NA,0.68,NA,24.24,NA,21965.07,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",232.5,262.1,13951.9,15726.9,1.41,1.59
"90","2025\08\13\SCAL_0398_2.DATA",1.6,5418.5,1.6,NA,158.8,3.6,NA,NA,5.8,1.6,68,33.9,2157.6,36.3,18,147.9,33.8,NA,66.3,6.5,12.3,6.8,7.8,76.7,89.9,NA,13.6,NA,9.3,700.2,NA,1.8,114.3,453.4,21.1,2.1,NA,32.2,33.7,3.5,3.7,36.7,NA,249,4.9,3.4,96.9,80.4,NA,112.7,6.4,NA,47.1,7,9.5,155.3,21,38.2,2531.2,NA,NA,NA,NA,6.6,13.8,3.2,126.8,3131.8,13.6,65.3,NA,110,NA,3964.2,NA,93.8,325108.7,98,NA,9525.9,213.1,NA,NA,346.8,96.5,4078,2035.2,129456.4,2176.2,1081.9,8872,2025.5,NA,3979.8,390.1,738.6,409.1,470.5,4602.7,5395.9,NA,813.6,NA,558.4,42013.6,NA,107.7,6856.9,27205.3,1266.1,124.8,NA,1934.3,2023.1,207.3,221.4,2202.8,NA,14941.3,295.6,203.8,5812.6,4824.4,NA,6764,384.1,NA,2823.6,420.5,570.9,9316.9,1259,2289.5,151871.7,NA,NA,NA,NA,394.8,828,194.8,7610.1,187910.2,818.4,3915,NA,6597.9,NA,237849.6,NA,0.01,0,0.01,NA,1.12,0.02,NA,NA,0.04,0.01,0.47,0.23,14.67,0.25,0.12,1.01,0.23,NA,0.45,0.04,0.08,0.04,0.05,0.52,0.62,NA,0.09,NA,0.06,4.59,NA,0.01,0.75,2.99,0.14,0.01,NA,0.21,0.22,0.02,0.02,0.24,NA,1.63,0.03,0.02,0.62,0.52,NA,0.72,0.04,NA,0.3,0.04,0.06,0.99,0.13,0.24,16.09,NA,NA,NA,NA,0.04,0.09,0.02,0.81,19.91,0.08,0.41,NA,0.69,NA,24.23,NA,21110.06,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",217.5,243.4,13047.3,14601.4,1.38,1.55
"91","2025\08\13\SCAL_0399.DATA",NA,3685.7,1.5,NA,127.9,NA,NA,NA,4.6,1.5,57.8,30,1769.9,31.2,14.5,114.5,27.5,NA,63.7,20.1,5.5,6.2,6.9,77,65.4,NA,9.7,NA,7.3,580.2,NA,NA,79.8,321.8,18,2.3,NA,26.6,27.9,2.8,NA,29.8,NA,176.5,NA,NA,77.5,74.1,NA,96.2,4,NA,45.8,4.8,5.7,145.5,18.6,24,2164.4,NA,NA,NA,NA,4.5,8.2,NA,104,2224.6,13.9,67,NA,89.5,NA,3269.6,NA,NA,221143.8,91.3,NA,7671.9,NA,NA,NA,275.7,90,3466.7,1797.3,106192.6,1871.5,869.9,6871.7,1652.2,NA,3820.7,1208.9,331.5,374,413.1,4622.5,3923.3,NA,579.5,NA,439.9,34810.9,NA,NA,4788.1,19309.6,1077.5,139.2,NA,1596.3,1672,166.5,NA,1785.8,NA,10590.8,NA,NA,4650.6,4446.1,NA,5772,241.1,NA,2750.6,287.2,339.6,8732.1,1119,1437.1,129861.7,NA,NA,NA,NA,271.6,494.7,NA,6240.8,133475.4,836.3,4022.3,NA,5367,NA,196178.1,NA,NA,0,0.01,NA,1.12,NA,NA,NA,0.04,0.01,0.5,0.25,14.99,0.27,0.12,0.98,0.23,NA,0.53,0.17,0.05,0.05,0.06,0.65,0.56,NA,0.08,NA,0.06,4.74,NA,NA,0.66,2.64,0.15,0.02,NA,0.22,0.23,0.02,NA,0.24,NA,1.44,NA,NA,0.62,0.59,NA,0.77,0.03,NA,0.36,0.04,0.05,1.15,0.15,0.19,17.15,NA,NA,NA,NA,0.04,0.07,NA,0.82,17.62,0.11,0.52,NA,0.69,NA,24.9,NA,16261.39,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_09-25_2025-11-14.csv",189.6,193.5,11375.7,11611.6,1.5,1.53
